"","experience","wage_h","logwage_h","school","school_father","school_mother","married","male","d_north","d_centre","d_south","d_partime","d_agri","d_indu","d_pa"
"505",25,11.07961,2.405107,13,18,13,0,0,0,1,0,0,0,0,0
"506",30,16.19328,2.784596,8,0,8,1,1,0,1,0,0,0,0,0
"507",18,11.07961,2.405107,13,8,13,1,1,1,0,0,0,0,0,1
"508",13,11.81826,2.469646,18,8,13,1,0,1,0,0,0,0,0,0
"510",17,8.863691,2.181963,5,0,0,1,1,0,0,1,0,0,0,1
"511",36,5.724467,1.74475,8,5,5,1,1,0,0,1,0,0,0,0
"512",30,5.252558,1.658715,8,0,5,1,1,0,0,1,0,0,0,0
"513",10,10.34097,2.336114,13,8,5,1,0,0,0,1,0,1,0,0
"514",27,7.468481,2.010692,5,0,0,1,1,0,0,1,0,0,0,1
"515",26,13.1314,2.575006,8,5,5,1,1,0,1,0,0,0,0,1
"516",34,9.233012,2.222785,8,0,0,1,1,0,1,0,0,0,1,0
"517",25,7.201749,1.974324,8,0,0,1,1,0,1,0,0,0,1,0
"518",6,6.463109,1.86611,8,0,0,1,0,0,1,0,0,0,0,0
"519",24,11.81826,2.469646,13,5,0,1,1,0,0,1,0,0,1,0
"520",26,22.15923,3.098254,13,5,0,1,0,0,0,1,0,0,0,1
"521",16,4.801166,1.568859,8,0,0,1,0,0,0,1,0,0,1,0
"522",18,5.539807,1.71196,8,0,0,1,1,0,0,1,0,0,1,0
"523",23,9.848546,2.287324,8,8,5,0,1,0,1,0,0,0,0,1
"525",10,8.001944,2.079684,8,5,5,1,0,1,0,0,0,0,0,1
"529",13,19.69709,2.980471,18,8,5,1,1,1,0,0,0,0,1,0
"530",17,10.34097,2.336114,13,13,13,1,0,1,0,0,1,0,0,0
"531",18,11.48997,2.441475,8,5,5,1,1,1,0,0,0,0,0,1
"532",20,14.77282,2.692789,18,18,5,1,1,0,0,1,0,0,0,1
"533",22,22.97994,3.134622,13,5,5,1,1,0,0,1,0,0,0,1
"534",18,11.07961,2.405107,13,13,5,1,0,0,0,1,0,0,0,1
"535",35,9.971653,2.299746,5,0,0,1,1,0,0,1,0,0,1,0
"536",17,8.863691,2.181963,5,0,0,1,1,0,0,1,0,0,1,0
"537",18,15.73626,2.755968,18,5,5,1,1,0,0,1,0,0,0,1
"538",20,10.34097,2.336114,13,5,5,1,0,0,0,1,0,0,1,0
"539",29,7.681866,2.038862,5,5,5,1,1,0,1,0,0,0,1,0
"540",21,9.602332,2.262006,13,5,5,1,0,0,1,0,0,0,0,1
"541",23,7.386409,1.999642,13,5,5,1,1,0,1,0,0,0,1,0
"543",26,10.2589,2.328146,13,0,0,1,1,0,0,1,0,0,0,1
"544",17,8.207122,2.105002,8,13,5,1,0,0,0,1,0,0,1,0
"545",22,11.07961,2.405107,13,8,0,1,1,0,0,1,0,0,1,0
"546",30,9.602332,2.262006,13,0,0,1,0,0,0,1,0,0,0,1
"547",16,9.027834,2.200312,8,5,5,0,0,0,0,1,0,0,0,1
"548",20,8.617478,2.153793,13,8,5,1,1,0,0,1,0,0,0,1
"549",16,8.802138,2.174995,13,13,5,1,0,0,0,1,0,0,0,1
"551",20,15.36373,2.73201,13,5,8,0,1,1,0,0,0,0,0,0
"552",25,16.41424,2.79815,13,5,5,1,1,1,0,0,0,0,0,1
"553",23,10.2589,2.328146,13,5,5,1,0,1,0,0,0,0,0,1
"554",20,12.31068,2.510467,11,5,5,1,1,0,0,1,0,0,0,1
"555",28,10.66926,2.367367,8,8,5,0,1,0,1,0,0,0,0,1
"556",28,9.373354,2.237871,8,5,5,1,1,0,1,0,0,0,1,0
"557",35,8.125051,2.094952,13,5,5,1,0,0,0,1,0,0,0,1
"559",33,12.31068,2.510467,13,0,0,1,1,0,0,1,0,0,0,1
"561",27,7.773317,2.050697,8,0,0,0,0,0,1,0,0,0,0,1
"562",30,10.2507,2.327346,8,5,5,1,1,0,1,0,0,0,0,1
"563",22,7.090953,1.95882,5,0,5,1,0,0,1,0,0,0,1,0
"564",10,5.909127,1.776498,5,0,0,0,0,0,1,0,1,0,0,0
"566",13,6.439434,1.862441,5,5,5,1,0,0,1,0,1,0,0,0
"567",20,9.233012,2.222785,8,5,8,1,1,0,1,0,0,0,1,0
"568",20,8.207122,2.105002,13,5,5,1,1,0,1,0,0,0,0,0
"569",33,12.66242,2.538638,13,0,0,1,0,0,1,0,0,0,0,1
"572",30,20.48498,3.019692,18,5,5,1,1,0,0,1,0,0,0,1
"573",30,11.73618,2.462677,18,5,5,1,0,0,0,1,0,0,0,1
"574",25,8.494371,2.139404,8,5,5,1,1,1,0,0,0,0,1,0
"575",22,8.494371,2.139404,8,5,5,1,0,1,0,0,0,0,0,1
"576",10,16.8246,2.822842,13,5,5,0,1,1,0,0,0,0,0,0
"577",18,8.863691,2.181963,13,5,5,1,1,1,0,0,0,0,0,0
"578",27,8.384573,2.126394,8,5,5,0,0,1,0,0,0,0,0,1
"581",20,9.233012,2.222785,13,13,5,1,1,1,0,0,0,0,0,0
"582",20,7.681866,2.038862,8,5,8,1,1,1,0,0,0,0,0,0
"584",29,8.198915,2.104002,8,0,5,0,0,1,0,0,0,0,0,0
"585",15,10.2589,2.328146,13,5,5,0,0,0,0,1,0,0,0,1
"587",25,19.69709,2.980471,13,5,5,1,1,1,0,0,0,0,1,0
"588",28,6.893982,1.930649,5,5,5,1,1,1,0,0,0,0,0,0
"589",8,8.358306,2.123256,13,5,5,1,1,0,1,0,0,0,0,0
"590",10,14.77282,2.692789,13,5,5,1,0,0,1,0,0,0,0,1
"591",31,10.66926,2.367367,8,5,5,1,1,0,1,0,0,0,0,1
"592",25,4.431846,1.488816,8,5,0,1,0,0,1,0,0,0,1,0
"594",25,9.027834,2.200312,8,5,5,1,1,0,1,0,0,0,0,1
"595",25,9.233012,2.222785,8,5,5,1,0,0,1,0,0,0,1,0
"596",41,15.71576,2.754664,13,8,5,1,1,0,1,0,0,0,1,0
"597",30,8.125051,2.094952,8,5,5,1,1,1,0,0,0,0,1,0
"598",15,12.31068,2.510467,13,5,5,1,1,0,0,1,0,0,0,1
"599",22,20.92816,3.041095,13,5,5,1,0,0,0,1,0,0,0,1
"601",32,14.36246,2.664618,8,8,8,1,1,0,0,1,0,0,0,1
"602",22,13.19002,2.57946,13,8,8,1,0,0,0,1,0,0,0,1
"604",19,8.125051,2.094952,8,5,5,1,1,0,0,1,0,0,0,1
"605",8,10.2589,2.328146,13,5,5,1,1,0,0,1,0,0,0,1
"607",30,8.494371,2.139404,8,5,5,1,1,1,0,0,0,0,1,0
"608",15,5.318215,1.671138,8,5,5,1,0,1,0,0,1,0,0,1
"609",30,13.66486,2.614827,8,8,8,1,1,0,0,1,0,0,1,0
"611",28,12.84593,2.553027,13,8,13,1,1,0,0,1,0,0,1,0
"612",32,11.5228,2.444328,13,5,5,1,1,0,0,1,0,0,0,0
"613",21,10.12993,2.315495,21,13,13,0,0,0,0,1,0,0,0,1
"614",14,10.90375,2.389107,8,8,5,1,1,0,0,1,0,0,0,1
"615",19,8.441611,2.133173,18,18,13,1,1,0,0,1,0,0,0,1
"616",17,15.61698,2.748359,8,5,8,1,1,0,0,1,0,0,0,1
"620",11,10.46408,2.347948,13,5,5,1,0,1,0,0,0,0,0,1
"621",15,10.56257,2.357316,11,8,13,1,0,1,0,0,1,0,0,0
"622",25,8.863691,2.181963,13,5,5,1,1,1,0,0,0,0,0,0
"623",26,14.77282,2.692789,13,5,5,1,0,1,0,0,0,0,0,1
"624",35,9.027834,2.200312,8,5,5,1,1,0,0,1,0,0,0,1
"625",15,7.201749,1.974324,8,8,5,1,1,0,0,1,0,0,0,0
"626",18,13.54175,2.605778,18,8,5,1,1,0,0,1,0,0,0,1
"627",18,19.69709,2.980471,13,5,0,1,0,0,0,1,0,0,0,1
"628",20,10.34097,2.336114,5,5,5,1,1,1,0,0,0,0,0,0
"629",10,10.42539,2.344244,8,8,13,1,0,1,0,0,0,0,0,1
"630",38,13.29554,2.587428,13,5,5,1,1,1,0,0,0,0,1,0
"631",8,13.29554,2.587428,18,13,13,1,1,0,0,1,0,0,0,1
"632",15,11.81825,2.469645,18,13,5,1,0,0,0,1,0,0,0,1
"633",21,9.06887,2.204848,5,5,5,1,0,0,0,1,0,0,0,1
"635",10,11.48997,2.441475,13,5,5,1,1,0,0,1,0,0,0,1
"637",25,12.31068,2.510467,11,8,5,1,1,0,0,1,0,0,0,1
"639",20,14.18191,2.651967,13,13,5,1,0,0,0,1,0,0,0,1
"640",26,8.207122,2.105002,13,13,5,0,0,0,0,1,0,0,0,1
"641",29,19.69709,2.980471,18,5,5,1,1,1,0,0,0,0,1,0
"642",22,9.602332,2.262006,13,5,5,1,1,1,0,0,0,0,1,0
"643",21,9.43819,2.244764,13,13,8,1,0,1,0,0,0,0,0,1
"644",17,10.66926,2.367367,8,5,13,1,1,1,0,0,0,0,0,1
"645",20,12.72104,2.543257,13,8,5,1,1,1,0,0,0,0,0,1
"646",19,13.54175,2.605778,13,0,0,1,0,1,0,0,0,0,0,1
"647",29,6.278448,1.837123,8,5,5,1,0,1,0,0,0,0,1,0
"649",12,12.31068,2.510467,13,13,13,1,1,1,0,0,0,0,1,0
"651",25,11.48997,2.441475,13,5,5,1,1,1,0,0,0,0,0,1
"652",26,12.80311,2.549688,13,8,8,1,0,1,0,0,1,0,1,0
"653",25,12.66242,2.538638,8,5,5,1,1,1,0,0,0,0,0,1
"654",23,9.848546,2.287324,13,5,5,1,0,1,0,0,0,0,0,1
"656",29,10.2589,2.328146,8,5,5,1,1,1,0,0,0,0,0,1
"657",23,6.832429,1.92168,8,5,5,1,0,1,0,0,0,0,1,0
"661",18,9.848546,2.287324,5,5,5,1,1,1,0,0,0,0,0,1
"662",20,7.75573,2.048432,8,0,0,1,1,1,0,0,0,0,1,0
"664",19,10.34097,2.336114,13,0,13,1,1,1,0,0,0,0,1,0
"665",18,15.38835,2.733611,13,0,0,1,0,1,0,0,0,0,0,1
"666",16,6.811911,1.918673,5,0,0,1,1,1,0,0,0,0,1,0
"667",8,16.98874,2.832551,5,0,0,1,0,1,0,0,0,0,1,0
"669",30,9.71896,2.274079,5,0,5,1,1,1,0,0,0,0,1,0
"670",25,7.38641,1.999642,8,0,0,1,0,1,0,0,0,0,1,0
"672",3,9.971653,2.299746,8,0,0,1,1,1,0,0,0,0,1,0
"673",15,5.23204,1.654801,8,5,0,1,0,0,0,1,0,0,0,0
"674",19,9.848546,2.287324,13,13,13,1,1,0,0,1,0,0,0,1
"675",9,10.10772,2.313299,13,8,5,1,0,0,0,1,0,1,0,0
"676",0,7.090953,1.95882,8,5,5,1,0,0,0,1,1,0,0,0
"677",25,9.848546,2.287324,13,8,5,1,1,1,0,0,0,0,0,1
"678",28,19.69709,2.980471,13,5,5,1,0,1,0,0,0,0,0,1
"679",25,12.00292,2.48515,8,0,0,1,1,1,0,0,0,0,1,0
"680",18,4.801166,1.568859,8,5,5,1,0,1,0,0,0,0,0,1
"681",10,9.233012,2.222785,11,5,5,1,1,1,0,0,0,0,1,0
"683",28,16.98874,2.832551,13,8,5,1,1,1,0,0,0,0,0,0
"684",21,10.88524,2.387407,13,8,8,1,0,1,0,0,0,0,1,0
"685",20,8.272779,2.112971,8,5,5,1,1,1,0,0,1,0,0,0
"687",32,7.38641,1.999642,5,5,5,1,1,1,0,0,0,0,1,0
"688",26,7.017089,1.948349,5,5,5,1,0,1,0,0,0,0,1,0
"690",29,7.57107,2.024334,5,0,5,1,1,1,0,0,0,0,1,0
"691",28,6.647768,1.894281,8,5,5,1,0,1,0,0,0,0,1,0
"693",37,6.964329,1.940801,5,0,0,1,1,1,0,0,0,0,1,0
"696",28,6.647768,1.894281,5,5,5,0,0,1,0,0,0,0,1,0
"698",31,12.31068,2.510467,8,5,5,0,1,1,0,0,0,0,0,1
"700",26,8.761103,2.170322,8,5,5,1,1,0,1,0,0,0,0,1
"702",17,10.8334,2.382634,13,5,13,1,0,0,1,0,0,0,0,1
"703",12,11.17943,2.414076,11,5,0,1,0,0,1,0,0,0,0,1
"705",17,8.863691,2.181963,13,5,5,1,0,0,1,0,1,0,1,0
"707",16,7.017089,1.948349,8,5,5,1,1,1,0,0,0,0,0,0
"711",25,14.4035,2.667471,13,5,5,1,1,1,0,0,0,0,1,0
"712",22,11.44893,2.437897,8,5,5,1,1,1,0,0,0,0,1,0
"715",8,0.8863692,-0.1206217,13,5,8,1,0,1,0,0,1,0,0,0
"717",19,9.233012,2.222785,8,8,5,1,1,1,0,0,0,0,1,0
"718",15,9.233012,2.222785,8,8,5,1,0,1,0,0,1,0,0,0
"719",29,10.88524,2.387407,5,5,5,1,1,1,0,0,0,0,0,1
"720",19,5.909128,1.776498,8,5,5,1,0,1,0,0,0,0,1,0
"722",35,7.386409,1.999642,11,5,5,1,1,1,0,0,0,0,1,0
"723",16,7.090953,1.95882,8,5,5,1,0,1,0,0,1,0,1,0
"724",24,7.738143,2.046162,0,5,8,1,0,1,0,0,0,0,1,0
"725",30,14.77282,2.692789,13,8,8,0,0,1,0,0,0,0,1,0
"726",15,11.07961,2.405107,13,8,8,1,1,1,0,0,0,0,0,1
"727",13,32.82849,3.491297,13,5,5,1,0,1,0,0,0,0,0,1
"728",30,14.77282,2.692789,13,8,5,1,1,1,0,0,0,0,0,0
"729",31,14.77282,2.692789,13,8,8,1,0,1,0,0,0,0,1,0
"730",35,25.85243,3.252405,18,18,13,1,1,0,0,1,0,0,0,1
"731",19,9.813373,2.283746,13,5,8,1,1,0,0,1,0,0,0,1
"733",20,44.31846,3.791401,18,8,8,1,1,1,0,0,0,0,0,1
"734",19,18.05567,2.89346,18,18,18,1,0,1,0,0,0,0,0,1
"735",25,8.057901,2.086653,8,5,5,1,1,1,0,0,0,0,0,0
"736",17,3.693205,1.306495,8,5,5,1,0,1,0,0,0,0,0,0
"739",18,14.77282,2.692789,8,5,8,1,1,1,0,0,0,0,0,0
"740",10,6.220135,1.827792,11,5,5,1,0,1,0,0,0,0,0,0
"741",8,7.796766,2.053709,13,5,5,1,1,1,0,0,0,0,0,1
"743",24,14.77282,2.692789,8,5,0,1,1,0,1,0,0,0,0,1
"744",35,9.796711,2.282047,8,5,5,1,1,1,0,0,0,0,0,1
"745",15,6.647768,1.894281,5,5,5,1,0,1,0,0,1,0,1,0
"747",35,7.534138,2.019444,13,5,5,1,1,1,0,0,0,0,1,0
"750",8,12.40917,2.518435,13,8,8,1,0,1,0,0,0,0,1,0
"751",7,6.682942,1.899558,13,8,8,1,1,1,0,0,0,0,1,0
"752",33,10.34097,2.336114,13,5,5,1,1,1,0,0,0,0,1,0
"754",9,13.54175,2.605778,13,5,5,1,0,1,0,0,0,0,0,1
"756",15,10.34097,2.336114,13,13,5,1,1,1,0,0,0,0,1,0
"757",13,9.233012,2.222785,13,5,5,1,0,1,0,0,0,0,1,0
"758",20,3.86366,1.351615,5,5,5,1,1,1,0,0,0,0,0,1
"759",25,6.647768,1.894281,5,5,5,1,0,1,0,0,1,0,1,0
"760",26,11.44893,2.437897,5,5,5,1,1,1,0,0,0,0,0,0
"762",29,14.44453,2.670316,13,5,5,1,1,1,0,0,0,0,1,0
"763",22,7.386409,1.999642,13,5,5,1,1,1,0,0,0,0,0,1
"764",18,9.71896,2.274079,13,5,5,1,0,1,0,0,0,0,0,1
"766",15,11.81826,2.469646,13,5,5,1,1,1,0,0,0,0,1,0
"767",15,11.22734,2.418352,13,5,5,1,0,1,0,0,0,0,0,1
"768",28,29.54564,3.385936,18,5,5,1,1,1,0,0,0,0,0,1
"769",29,29.54564,3.385936,18,18,13,1,0,1,0,0,0,0,0,1
"770",34,18.46602,2.915932,13,8,8,1,1,1,0,0,0,0,0,1
"771",33,17.23496,2.84694,13,13,13,1,0,1,0,0,0,0,0,1
"772",13,6.647768,1.894281,8,5,5,1,1,1,0,0,0,0,1,0
"774",25,32.00777,3.465979,18,5,5,1,1,1,0,0,0,0,0,1
"775",20,9.971653,2.299746,13,8,5,1,1,1,0,0,0,0,0,0
"776",23,7.75573,2.048432,8,5,5,1,0,1,0,0,0,0,0,0
"777",33,15.51146,2.741579,8,5,5,1,1,1,0,0,0,0,0,0
"779",22,11.07961,2.405107,8,5,5,1,0,1,0,0,0,0,0,0
"781",20,10.34097,2.336114,13,5,5,1,1,1,0,0,0,0,1,0
"782",3,7.681866,2.038862,18,8,5,1,0,1,0,0,0,0,1,0
"783",22,22.15923,3.098254,13,8,8,1,0,1,0,0,0,0,0,0
"785",29,17.72738,2.87511,13,5,5,1,1,1,0,0,0,0,0,0
"786",18,11.81826,2.469646,13,5,5,0,1,1,0,0,0,0,0,0
"787",16,9.647555,2.266705,8,0,0,1,1,1,0,0,0,0,1,0
"788",8,12.3353,2.512465,8,0,0,1,1,1,0,0,0,0,0,0
"789",29,10.46408,2.347949,8,5,5,1,1,1,0,0,0,0,0,1
"790",26,29.54564,3.385936,18,8,5,1,0,1,0,0,0,0,0,1
"791",19,10.10772,2.313299,8,8,5,1,1,1,0,0,0,0,0,1
"794",18,10.34097,2.336114,13,5,0,1,1,1,0,0,0,0,1,0
"795",17,7.090953,1.95882,13,8,8,1,0,1,0,0,0,0,0,1
"796",27,19.04052,2.946569,13,5,5,1,1,1,0,0,0,0,0,0
"797",32,8.494371,2.139404,8,5,5,1,1,1,0,0,0,0,1,0
"798",20,9.233012,2.222785,13,5,5,1,1,1,0,0,0,0,1,0
"799",17,7.386409,1.999642,8,5,5,1,0,1,0,0,0,0,1,0
"800",34,6.647768,1.894281,5,0,0,1,1,1,0,0,0,0,0,0
"801",25,6.093788,1.80727,8,5,0,1,0,1,0,0,0,0,0,0
"802",10,8.245295,2.109643,13,18,13,1,1,1,0,0,0,0,0,0
"803",6,18.05567,2.89346,18,18,13,1,0,1,0,0,0,0,0,1
"804",22,7.017089,1.948349,0,0,0,0,0,1,0,0,0,0,0,0
"806",22,10.34097,2.336114,8,0,0,1,1,1,0,0,0,0,1,0
"807",20,11.5228,2.444328,8,5,0,1,1,1,0,0,0,0,0,1
"808",32,14.21884,2.654568,8,5,5,1,1,1,0,0,0,0,0,0
"809",17,10.34097,2.336114,5,8,8,1,1,1,0,0,0,0,0,0
"810",11,9.096947,2.207939,11,5,5,1,0,1,0,0,0,0,0,1
"811",24,17.7821,2.878192,13,13,13,1,0,1,0,0,0,0,0,1
"812",6,11.48997,2.441475,8,5,5,1,1,1,0,0,0,0,0,1
"813",28,12.92622,2.559258,13,5,5,1,1,1,0,0,0,0,0,0
"814",27,8.494371,2.139404,13,13,13,1,0,1,0,0,0,0,0,1
"815",25,7.878837,2.06418,5,5,5,1,1,1,0,0,0,0,1,0
"818",20,7.38641,1.999642,5,5,5,1,0,1,0,0,0,0,0,1
"819",24,6.331208,1.845491,5,0,0,1,1,1,0,0,0,0,0,0
"821",30,3.798725,1.334665,5,5,5,1,1,0,0,1,0,1,0,0
"823",11,10.2589,2.328146,8,5,5,1,1,0,0,1,0,0,0,1
"824",5,14.77282,2.692789,13,8,5,1,0,0,0,1,0,0,0,1
"825",35,10.2589,2.328146,8,5,5,1,1,0,0,1,0,0,0,1
"826",23,7.75573,2.048432,8,0,0,1,1,0,0,1,0,0,1,0
"827",7,5.909128,1.776498,13,5,5,1,1,0,0,1,0,0,0,0
"830",28,17.72738,2.87511,13,8,8,1,1,1,0,0,0,0,0,0
"831",18,6.565698,1.881859,13,5,8,1,1,1,0,0,0,0,0,1
"834",34,11.81826,2.469646,8,5,5,1,1,1,0,0,0,0,1,0
"836",20,9.233012,2.222785,11,5,5,1,1,1,0,0,0,0,1,0
"837",23,5.909128,1.776498,11,5,5,1,1,1,0,0,0,0,1,0
"838",1,7.534138,2.019444,13,18,18,1,0,0,1,0,0,0,0,1
"839",35,10.34097,2.336114,8,0,0,1,1,0,1,0,0,0,0,0
"840",22,24.21101,3.186807,18,13,5,1,1,1,0,0,0,0,0,1
"841",22,24.21101,3.186807,18,8,5,1,0,1,0,0,0,0,0,1
"843",20,8.740584,2.167977,5,5,5,1,1,1,0,0,0,0,1,0
"844",24,14.77282,2.692789,13,8,5,1,0,1,0,0,0,0,0,1
"845",37,9.786992,2.281054,5,5,0,1,1,1,0,0,0,0,1,0
"846",30,8.617478,2.153793,8,0,5,1,1,1,0,0,0,0,1,0
"847",15,6.565698,1.881859,8,5,5,1,0,1,0,0,0,0,0,1
"849",29,12.92622,2.559258,8,13,5,1,1,1,0,0,0,0,1,0
"850",26,9.750061,2.277274,8,8,8,1,1,1,0,0,0,0,1,0
"851",24,18.46602,2.915932,18,8,18,1,0,1,0,0,0,0,0,1
"852",17,11.48997,2.441475,8,0,0,1,1,1,0,0,0,0,0,1
"853",24,9.602332,2.262006,5,5,5,1,0,1,0,0,0,0,1,0
"857",25,13.29554,2.587429,8,0,5,1,0,1,0,0,0,0,0,0
"858",22,11.07961,2.405107,8,8,5,1,1,1,0,0,0,0,0,0
"859",21,8.863691,2.181963,13,8,8,1,0,1,0,0,1,0,0,0
"861",20,10.05372,2.307943,13,5,5,1,1,1,0,0,0,0,0,1
"862",36,9.602332,2.262006,13,5,5,1,1,1,0,0,0,0,1,0
"863",32,8.863691,2.181963,8,5,5,1,1,1,0,0,0,0,1,0
"864",27,11.07961,2.405107,8,5,5,1,1,1,0,0,0,0,1,0
"865",30,8.494371,2.139404,5,5,5,1,1,1,0,0,0,0,1,0
"866",24,4.801166,1.568859,8,0,5,1,0,1,0,0,0,0,0,1
"867",15,8.535407,2.144223,13,8,5,1,1,1,0,0,0,0,0,1
"868",10,7.238681,1.979439,13,8,5,1,0,1,0,0,1,0,0,1
"869",27,18.46602,2.915932,13,13,8,0,1,1,0,0,0,0,0,1
"870",10,9.233012,2.222785,8,8,13,1,1,1,0,0,0,0,0,0
"871",33,26.26279,3.268153,18,5,5,0,0,1,0,0,0,0,0,1
"873",14,8.863691,2.181963,8,0,0,1,1,0,0,1,0,0,1,0
"876",23,7.57107,2.024334,8,5,5,0,1,1,0,0,0,0,1,0
"877",15,7.75573,2.048432,8,5,5,1,1,1,0,0,0,0,0,0
"878",29,25.85243,3.252405,18,13,5,1,1,1,0,0,0,0,0,1
"879",20,10.49648,2.35104,5,5,0,1,1,1,0,0,0,0,1,0
"881",35,12.70463,2.541966,8,5,5,1,1,1,0,0,0,0,1,0
"882",22,19.16474,2.953072,13,5,5,1,1,1,0,0,0,0,0,0
"883",15,11.32583,2.427086,18,5,13,1,0,1,0,0,0,0,0,1
"885",31,8.863691,2.181963,5,0,0,1,1,1,0,0,0,0,1,0
"886",16,8.125051,2.094952,8,0,0,1,0,1,0,0,0,0,1,0
"889",18,8.863691,2.181963,8,0,0,1,0,1,0,0,1,0,0,0
"890",34,7.954595,2.07375,5,0,0,0,1,1,0,0,0,0,1,0
"892",40,10.66926,2.367367,8,5,5,1,1,1,0,0,0,0,0,1
"893",21,9.602332,2.262006,8,5,0,1,1,1,0,0,0,0,1,0
"894",10,9.285771,2.228483,8,5,0,1,0,1,0,0,0,1,0,0
"895",25,6.997651,1.945575,5,5,5,0,1,0,1,0,0,0,0,0
"898",10,6.647768,1.894281,11,5,5,1,1,0,0,1,0,0,0,1
"899",28,12.80311,2.549688,8,5,5,1,1,1,0,0,0,0,0,1
"900",10,13.29554,2.587428,13,13,8,1,1,1,0,0,0,0,0,0
"901",15,11.20272,2.416157,13,8,5,1,0,1,0,0,0,0,0,1
"903",15,11.48997,2.441475,13,5,0,1,1,0,0,1,0,0,0,1
"904",27,9.233012,2.222785,11,0,0,1,1,0,0,1,0,0,1,0
"905",20,19.20466,2.955153,18,8,13,1,0,0,0,1,0,0,0,1
"906",24,17.09426,2.838743,5,0,0,1,1,0,0,1,0,0,0,0
"907",22,14.77282,2.692789,18,18,8,1,1,0,0,1,0,0,0,1
"908",16,14.77282,2.692789,18,13,13,1,0,0,0,1,0,0,0,1
"909",36,10.3809,2.339968,8,5,5,1,1,0,0,1,0,0,1,0
"911",25,7.386409,1.999642,5,5,8,1,1,0,0,1,0,0,1,0
"914",18,19.69709,2.980471,13,8,8,1,0,0,0,1,0,0,0,1
"915",11,10.2589,2.328146,18,8,8,1,1,0,0,1,0,0,0,1
"916",19,14.77282,2.692789,18,5,5,1,1,0,0,1,0,0,0,1
"917",13,18.46602,2.915932,13,8,8,1,0,0,0,1,0,0,0,1
"918",30,16.00389,2.772832,13,5,5,0,1,0,0,1,0,0,0,1
"919",26,15.59353,2.746856,18,5,5,0,1,0,0,1,0,0,0,1
"920",22,26.26279,3.268153,18,13,13,1,1,0,0,1,0,0,0,1
"921",24,26.26279,3.268153,18,13,13,1,0,0,0,1,0,0,0,1
"923",32,14.77282,2.692789,13,0,0,1,1,1,0,0,0,0,0,0
"924",23,18.46602,2.915932,18,8,8,1,0,1,0,0,0,0,0,0
"925",30,17.72738,2.832551,8,5,5,0,0,1,0,0,1,0,1,0
"928",24,7.017089,1.948349,8,0,0,1,1,0,1,0,0,0,1,0
"929",23,9.602332,2.262006,8,0,0,1,0,0,1,0,1,0,0,0
"930",16,5.798332,1.75757,8,5,0,1,0,0,1,0,0,0,1,0
"931",28,10.50512,2.351862,5,5,5,1,1,1,0,0,0,0,0,0
"935",25,12.66242,2.538638,18,5,5,1,1,1,0,0,0,0,0,1
"936",20,13.54175,2.605778,18,5,5,1,0,1,0,0,0,0,0,1
"937",23,12.92622,2.559258,13,5,5,1,1,0,1,0,0,0,1,0
"938",12,14.77282,2.692789,18,5,5,1,0,0,1,0,0,0,0,1
"939",0,4.431846,1.488816,5,0,0,1,1,0,0,1,0,0,0,0
"940",30,7.468481,2.010692,8,0,0,1,1,0,0,1,0,0,0,1
"941",32,11.07961,2.405107,13,8,5,1,1,0,0,1,0,0,1,0
"942",35,16.00389,2.772832,13,5,5,1,1,0,0,1,0,0,0,1
"943",27,9.43819,2.244764,8,0,5,1,1,0,0,1,0,0,0,1
"946",17,9.027834,2.200312,8,5,5,1,1,0,0,1,0,0,0,1
"947",13,4.220805,1.440026,8,5,5,1,0,0,0,1,1,1,0,0
"949",24,9.43819,2.244764,8,0,0,1,1,0,0,1,0,0,0,1
"950",23,17.23496,2.84694,13,5,5,1,1,0,0,1,0,0,0,1
"951",37,9.602332,2.262006,8,5,5,1,1,0,0,1,0,0,0,1
"952",22,8.207122,2.105002,5,0,0,1,1,0,0,1,0,0,0,1
"953",25,10.2589,2.328146,13,5,5,1,1,0,0,1,0,0,0,1
"957",20,6.893982,1.930649,13,5,5,1,0,1,0,0,1,0,0,0
"958",29,9.602332,2.262006,8,5,5,1,1,1,0,0,0,1,0,0
"959",15,7.386409,1.999642,8,5,5,1,0,1,0,0,0,0,0,0
"961",29,9.233012,2.222785,13,5,5,1,1,1,0,0,0,0,1,0
"962",15,18.87638,2.937912,18,8,5,1,0,1,0,0,0,0,0,1
"963",40,15.31996,2.729157,8,0,0,1,1,1,0,0,0,0,0,1
"964",40,12.31068,2.510467,8,0,0,1,0,1,0,0,0,0,0,1
"966",10,12.12129,2.494963,13,5,0,1,1,1,0,0,0,0,1,0
"967",35,9.233012,2.222785,8,0,0,1,1,1,0,0,0,0,1,0
"968",32,4.801166,1.568859,8,5,0,1,0,1,0,0,0,0,1,0
"970",36,19.26889,2.958492,13,5,5,1,1,1,0,0,0,0,0,0
"971",17,8.349854,2.122244,8,0,5,1,0,1,0,0,0,0,1,0
"972",27,8.393647,2.127475,11,5,5,1,1,1,0,0,0,0,0,0
"977",35,13.13139,2.575006,8,0,5,1,1,1,0,0,0,0,1,0
"978",34,8.125051,2.094952,5,5,5,1,0,1,0,0,0,0,1,0
"979",18,7.222267,1.977169,13,5,5,1,1,1,0,0,0,0,1,0
"980",18,5.4167,1.689487,11,5,5,1,0,1,0,0,0,0,1,0
"981",14,8.494371,2.139404,8,5,5,1,0,1,0,0,0,1,0,0
