"","experience","wage_h","logwage_h","school","school_father","school_mother","married","male","d_north","d_centre","d_south","d_partime","d_agri","d_indu","d_pa"
"5171",19,10.2589,2.328146,13,5,5,1,0,0,1,0,0,0,0,1
"5176",24,9.971653,2.299746,8,0,0,1,1,0,0,1,0,0,1,0
"5178",20,9.520261,2.253422,13,5,0,1,1,0,0,1,0,0,1,0
"5179",24,11.07961,2.405107,8,0,0,1,1,0,0,1,0,0,1,0
"5180",29,13.0801,2.571092,13,13,8,1,1,0,0,1,0,0,1,0
"5181",8,8.925244,2.188884,5,5,5,1,1,0,0,1,0,0,1,0
"5182",33,6.906293,1.932433,8,0,5,1,1,0,1,0,0,0,1,0
"5184",34,8.642099,2.156646,5,5,5,1,1,0,1,0,0,0,1,0
"5189",37,16.00389,2.772832,13,8,5,1,0,0,1,0,0,0,0,1
"5192",30,9.233012,2.222785,11,5,5,1,0,1,0,0,0,0,1,0
"5193",26,11.07961,2.405107,13,5,5,1,1,1,0,0,0,0,0,1
"5195",18,14.77282,2.692789,13,5,5,0,1,1,0,0,0,0,0,1
"5196",15,8.207122,2.105002,11,5,5,1,0,0,0,1,0,0,0,1
"5197",20,5.909128,1.776498,8,5,0,1,1,0,0,1,0,0,0,0
"5198",1,4.000972,1.386537,5,5,5,1,1,0,0,1,0,0,1,0
"5199",16,9.971653,2.299746,13,13,13,1,1,0,0,1,0,0,0,0
"5200",18,20.27159,3.00922,13,5,8,0,0,0,0,1,0,0,0,1
"5201",10,5.121244,1.633397,8,0,0,1,1,0,0,1,0,0,0,0
"5202",10,5.434287,1.692728,8,0,0,1,1,0,0,1,0,0,0,0
"5203",8,11.99597,2.484571,11,5,5,1,1,0,0,1,0,0,1,0
"5204",15,4.765426,1.561387,8,5,5,1,1,0,0,1,0,0,0,0
"5205",20,7.090953,1.95882,8,0,0,1,1,0,0,1,0,0,1,0
"5206",31,10.10772,2.313299,8,5,0,1,1,0,0,1,0,0,0,1
"5207",35,11.66275,2.4564,13,0,0,1,1,0,0,1,0,0,1,0
"5210",31,9.233012,2.222785,11,5,0,1,1,0,0,1,0,0,1,0
"5211",18,9.43819,2.244764,18,5,5,1,0,0,0,1,0,0,0,1
"5212",0,2.954564,1.083351,8,5,0,0,0,0,0,1,0,0,0,0
"5213",26,9.602332,2.262006,13,5,5,0,1,0,0,1,0,0,0,1
"5215",25,21.33852,3.060514,18,5,5,1,1,0,0,1,0,0,0,1
"5216",26,9.848546,2.287324,13,13,13,1,0,0,0,1,0,0,0,1
"5217",30,5.170487,1.642967,5,0,0,1,0,0,0,1,0,0,0,1
"5218",20,4.801166,1.568859,5,5,5,1,0,0,0,1,0,0,0,0
"5219",26,8.125051,2.094952,5,0,0,0,0,0,0,1,0,0,0,1
"5220",19,7.386409,1.999642,13,5,0,1,1,0,0,1,0,0,0,0
"5221",18,16.98874,2.832551,13,8,5,1,0,0,0,1,0,0,0,1
"5222",28,7.386409,1.999642,5,5,0,1,1,0,0,1,0,0,0,0
"5223",33,9.848546,2.287324,13,5,5,1,1,0,0,1,0,0,0,1
"5225",27,8.161983,2.099487,13,18,8,1,1,0,1,0,0,0,1,0
"5226",31,7.386409,1.999642,5,0,0,1,1,0,0,1,0,1,0,0
"5229",25,15.14214,2.717482,13,8,5,1,1,0,0,1,0,0,0,0
"5230",26,12.80311,2.549688,18,13,8,1,1,0,0,1,0,0,0,1
"5231",20,12.31068,2.510467,18,5,5,1,0,0,0,1,0,0,0,1
"5232",30,18.46602,2.915932,18,18,13,1,1,0,0,1,0,0,0,1
"5233",7,14.77282,2.692789,18,8,5,1,1,0,0,1,0,0,1,0
"5234",3,17.72738,2.87511,18,13,8,1,0,0,0,1,0,0,0,1
"5235",17,10.89495,2.3883,13,5,0,1,1,0,0,1,0,0,0,0
"5236",11,14.15728,2.650229,18,0,0,1,1,0,0,1,0,0,0,1
"5237",5,14.77282,2.692789,18,5,5,1,0,0,0,1,0,0,0,1
"5238",15,18.46602,2.915932,18,8,8,1,1,0,0,1,0,0,0,1
"5239",15,15.38835,2.733611,18,18,13,1,0,0,0,1,0,0,0,1
"5240",36,8.207122,2.105002,0,0,0,1,1,1,0,0,0,0,0,1
"5242",17,5.451874,1.695959,18,0,5,1,0,1,0,0,0,0,0,1
"5243",12,6.893982,1.930649,11,5,5,1,0,1,0,0,0,0,1,0
"5244",7,9.027834,2.200312,18,8,8,1,1,0,0,1,0,0,0,1
"5245",21,18.87638,2.937912,13,5,0,1,0,0,0,1,0,0,0,1
"5248",8,12.31068,2.510467,5,0,0,1,1,0,0,1,0,0,0,0
"5253",2,7.386409,1.999642,8,0,0,1,0,1,0,0,0,0,1,0
"5254",27,7.386409,1.999642,13,5,5,1,1,1,0,0,0,0,0,1
"5255",27,7.386409,1.999642,8,5,5,1,0,1,0,0,0,0,0,0
"5257",36,25.85243,3.252405,18,5,5,1,1,1,0,0,0,0,0,0
"5258",30,8.679031,2.16091,8,0,5,0,1,1,0,0,0,0,0,1
"5259",10,7.796766,2.053709,5,0,5,1,0,1,0,0,0,0,0,1
"5262",33,8.617478,2.153793,8,8,5,1,1,1,0,0,0,0,0,1
"5263",27,9.43819,2.244764,8,5,5,1,0,1,0,0,0,0,0,1
"5266",10,8.863691,2.181963,8,5,5,1,1,1,0,0,0,0,1,0
"5267",22,11.07961,2.405107,5,0,0,1,1,1,0,0,0,0,0,0
"5268",7,7.386409,1.999642,5,0,0,1,0,1,0,0,0,0,0,0
"5269",10,7.222267,1.977169,8,5,5,1,1,1,0,0,0,0,0,0
"5270",10,6.401555,1.856541,8,5,5,1,0,1,0,0,1,0,0,0
"5275",19,9.848546,2.287324,8,5,5,1,1,1,0,0,0,0,0,0
"5276",13,10.60613,2.361432,13,5,5,1,0,1,0,0,0,0,1,0
"5277",20,15.41512,2.735348,18,5,5,1,0,0,0,1,0,0,0,1
"5278",28,6.647768,1.894281,0,0,0,1,0,0,0,1,1,1,0,0
"5279",2,7.386409,1.999642,13,8,5,1,1,0,0,1,0,0,0,1
"5285",7,10.34097,2.336114,11,0,0,1,1,0,0,1,0,0,0,1
"5286",15,5.064967,1.622348,5,0,0,1,1,0,0,1,0,0,0,0
"5288",20,9.43819,2.244764,13,5,8,1,1,0,0,1,0,0,0,1
"5289",9,7.201749,1.974324,8,5,0,1,1,0,0,1,0,0,0,0
"5290",36,13.60654,2.610551,11,5,5,1,1,1,0,0,0,0,0,0
"5291",22,8.863691,2.181963,5,0,5,1,1,1,0,0,0,0,1,0
"5292",0,9.602332,2.262006,13,8,8,1,0,1,0,0,1,0,0,1
"5297",28,18.46602,2.915932,13,5,5,1,1,1,0,0,0,0,1,0
"5298",25,10.66926,2.367367,13,5,5,1,0,1,0,0,0,0,0,1
"5299",33,7.681866,2.038862,5,5,5,1,1,1,0,0,0,0,1,0
"5301",18,10.34097,2.336114,13,5,5,1,1,1,0,0,0,0,0,0
"5302",8,11.48997,2.441475,13,5,5,1,0,1,0,0,0,0,0,1
"5303",27,14.77282,2.692789,13,5,5,1,1,1,0,0,0,0,1,0
"5304",18,9.233012,2.222785,13,8,8,0,1,1,0,0,1,0,0,0
"5306",32,7.75573,2.048432,5,0,0,1,1,1,0,0,0,0,0,0
"5307",28,7.017089,1.948349,5,8,5,1,0,1,0,0,0,0,0,1
"5309",28,8.125051,2.094952,8,5,5,1,1,1,0,0,0,0,1,0
"5310",33,13.9953,2.638722,8,0,0,1,1,1,0,0,0,0,0,1
"5311",21,8.125051,2.094952,11,0,0,1,1,1,0,0,0,0,1,0
"5312",25,7.38641,1.999642,8,0,0,1,0,1,0,0,0,0,0,1
"5313",33,10.34097,2.336114,13,5,5,1,1,1,0,0,0,0,0,0
"5314",35,31.90929,3.462897,13,8,5,1,1,1,0,0,0,0,1,0
"5316",15,7.75573,2.048432,8,0,0,1,1,1,0,0,0,0,1,0
"5317",6,6.647768,1.894281,8,0,0,1,0,1,0,0,0,0,1,0
"5318",15,7.386409,1.999642,8,5,5,1,1,1,0,0,0,0,1,0
"5319",10,7.386409,1.999642,13,5,5,1,0,1,0,0,0,0,1,0
"5320",11,9.027834,2.200312,13,8,5,1,0,0,1,0,0,0,0,1
"5321",12,9.233012,2.222785,13,8,5,1,1,0,1,0,0,0,0,1
"5322",20,10.2589,2.328146,18,13,13,1,0,0,1,0,0,0,0,1
"5323",20,11.56134,2.447666,18,13,13,1,1,0,1,0,0,0,0,1
"5325",4,9.602332,2.262006,13,5,5,1,1,0,1,0,0,0,0,0
"5326",15,7.38641,1.999642,13,18,5,1,0,0,1,0,0,0,0,1
"5327",30,9.454604,2.246502,13,5,5,1,1,0,1,0,0,0,0,0
"5329",3,9.71896,2.274079,13,8,5,0,1,0,1,0,0,0,0,1
"5330",21,17.23495,2.84694,18,13,13,0,0,0,1,0,0,0,0,1
"5331",22,13.29554,2.587428,13,5,5,0,0,0,1,0,0,0,0,1
"5332",22,7.386409,1.999642,5,0,5,1,0,0,1,0,1,0,0,0
"5333",32,7.252111,1.981293,5,0,0,1,1,0,1,0,0,0,0,0
"5335",10,4.924273,1.594177,8,0,0,0,1,0,1,0,0,0,1,0
"5336",8,6.278448,1.837123,13,5,5,1,1,0,1,0,0,0,0,0
"5337",9,9.43819,2.244764,13,8,5,1,0,0,1,0,0,0,0,1
"5339",24,7.222267,1.977169,8,0,0,1,1,0,1,0,0,0,1,0
"5341",10,6.155341,1.81732,11,5,5,0,0,0,1,0,0,0,0,1
"5342",28,12.31068,2.510467,13,5,5,1,0,0,1,0,0,0,0,1
"5343",10,6.565697,1.881859,13,5,5,1,1,0,1,0,0,0,0,1
"5344",34,16.61942,2.810572,13,0,0,1,1,0,1,0,0,0,0,1
"5346",17,7.386409,1.999642,13,5,5,1,1,0,1,0,1,0,0,0
"5347",15,6.331208,1.845491,13,5,5,1,0,0,1,0,1,0,0,0
"5350",20,9.848546,2.287324,18,5,0,1,1,0,1,0,0,0,0,1
"5351",15,8.207122,2.105002,18,5,8,1,0,0,1,0,0,0,0,1
"5352",26,11.03858,2.401396,8,5,5,1,1,0,1,0,0,0,0,1
"5353",17,17.72738,2.87511,13,18,13,1,1,0,1,0,0,0,0,0
"5354",12,8.863691,2.181963,13,13,18,1,0,0,1,0,0,0,0,0
"5355",5,8.001944,2.079684,8,5,8,0,1,0,1,0,0,0,1,0
"5358",11,5.334629,1.674219,13,13,8,1,0,0,1,0,0,0,0,0
"5359",0,4.801166,1.568859,8,13,8,0,0,0,1,0,1,0,0,0
"5361",20,6.278448,1.837123,8,5,5,1,1,0,1,0,0,0,0,0
"5362",6,6.401555,1.856541,8,5,5,1,0,0,1,0,1,0,0,0
"5363",35,11.81826,2.469646,13,5,5,1,1,0,1,0,0,0,0,0
"5365",35,7.878837,2.06418,5,0,0,1,1,0,1,0,0,0,0,1
"5366",16,8.863691,2.181963,8,8,8,1,1,0,1,0,0,0,1,0
"5367",32,5.627741,1.727708,8,8,8,1,0,0,1,0,0,0,1,0
"5368",4,6.401555,1.856541,8,0,0,1,0,0,1,0,0,0,0,0
"5370",7,6.093788,1.80727,8,5,5,1,1,1,0,0,0,0,1,0
"5371",9,6.647768,1.894281,13,8,5,1,0,1,0,0,0,0,0,0
"5372",22,10.77185,2.376936,13,5,5,1,1,1,0,0,0,0,1,0
"5373",32,14.56764,2.678803,8,0,0,1,1,1,0,0,0,0,0,1
"5374",25,7.75573,2.048432,11,5,5,1,0,1,0,0,0,0,1,0
"5375",21,8.125051,2.094952,8,5,5,1,1,1,0,0,0,0,1,0
"5376",20,7.386409,1.999642,8,5,5,1,1,1,0,0,0,0,1,0
"5377",37,10.49648,2.35104,8,5,5,1,1,1,0,0,0,0,0,1
"5378",15,7.127885,1.964015,5,5,5,1,0,1,0,0,0,0,1,0
"5379",32,6.093788,1.80727,5,0,0,1,1,1,0,0,0,0,1,0
"5380",19,7.38641,1.999642,8,8,5,1,1,1,0,0,0,0,1,0
"5381",11,9.971653,2.299746,13,5,5,1,0,1,0,0,0,0,0,0
"5382",20,9.43819,2.244764,8,5,0,1,1,1,0,0,0,0,0,1
"5383",15,7.386409,1.999642,8,0,0,1,0,1,0,0,0,0,1,0
"5384",25,6.647768,1.894281,8,0,0,1,1,1,0,0,0,0,1,0
"5385",25,66.47768,4.196867,8,5,5,0,1,1,0,0,0,0,1,0
"5391",33,5.539807,1.71196,5,0,0,1,0,1,0,0,0,0,1,0
"5395",28,5.318215,1.671138,5,5,5,0,0,1,0,0,0,0,0,0
"5397",30,6.647768,1.894281,8,5,5,1,1,1,0,0,1,0,1,0
"5398",27,6.278448,1.837123,8,5,5,1,0,1,0,0,1,0,1,0
"5399",15,8.125051,2.094952,8,0,0,1,0,0,1,0,0,0,1,0
"5401",12,8.494371,2.139404,11,0,0,1,0,0,1,0,0,0,0,1
"5402",26,7.386409,1.999642,8,13,5,1,1,1,0,0,1,0,1,0
"5403",35,7.386409,1.999642,8,5,5,1,1,1,0,0,0,0,1,0
"5404",30,7.386409,1.999642,5,5,5,1,0,1,0,0,0,0,1,0
"5405",8,9.786992,2.281054,8,5,5,1,1,1,0,0,0,0,1,0
"5406",7,6.352312,1.848819,11,5,5,1,0,1,0,0,0,0,1,0
"5407",9,14.77282,2.692789,13,5,5,1,0,1,0,0,0,0,0,1
"5408",27,10.34097,2.336114,11,5,5,1,1,1,0,0,0,0,1,0
"5411",32,9.233012,2.222785,8,5,5,1,1,1,0,0,0,0,1,0
"5412",15,13.00008,2.564955,13,5,5,1,0,1,0,0,0,0,0,1
"5416",23,19.57398,2.974201,13,5,5,1,1,1,0,0,0,0,1,0
"5417",22,13.78796,2.623796,13,5,5,1,0,1,0,0,0,0,0,1
"5418",4,8.001944,2.079684,13,8,8,1,0,1,0,0,1,0,0,0
"5419",30,12.18758,2.500417,8,5,5,1,1,1,0,0,0,0,0,0
"5420",18,7.75573,2.048432,8,5,5,1,1,1,0,0,0,0,0,0
"5421",15,7.201749,1.974324,8,5,5,1,0,1,0,0,1,0,0,0
"5422",3,8.125051,2.094952,8,8,8,0,1,1,0,0,0,0,0,0
"5423",19,12.12129,2.494963,8,5,0,1,1,0,1,0,0,0,0,1
"5424",25,6.155341,1.81732,5,0,0,1,1,0,1,0,0,0,0,1
"5429",10,5.761399,1.75118,8,5,5,1,1,0,1,0,0,0,0,0
"5430",6,11.95895,2.48148,8,5,5,1,0,0,1,0,0,0,1,0
"5431",14,13.92866,2.633949,18,5,8,0,0,1,0,0,0,0,0,1
"5433",23,11.66275,2.4564,11,5,5,1,1,1,0,0,0,0,0,1
"5434",22,11.07961,2.405107,13,5,5,1,0,1,0,0,1,0,0,0
"5435",23,7.534138,2.019444,5,0,0,1,1,1,0,0,0,0,0,0
"5436",19,11.81826,2.469646,8,8,8,1,1,1,0,0,0,0,0,0
"5437",15,11.96598,2.482068,18,13,13,1,1,1,0,0,0,0,0,1
"5438",10,8.4123,2.129695,16,5,5,1,0,1,0,0,0,0,0,1
"5439",45,10.99373,2.397325,5,0,0,1,1,1,0,0,0,0,1,0
"5440",22,4.801166,1.568859,0,0,0,1,0,1,0,0,0,0,0,0
"5446",22,14.77282,2.692789,8,8,5,1,1,1,0,0,0,0,0,1
"5447",21,12.44027,2.520939,11,0,0,1,1,1,0,0,0,0,0,1
"5448",0,3.683612,1.303894,8,8,5,0,1,1,0,0,0,0,0,0
"5451",24,6.155341,1.81732,13,5,5,1,0,1,0,0,0,0,0,1
"5452",18,8.001944,2.079684,13,8,5,1,1,1,0,0,0,0,0,1
"5453",9,8.863691,2.181963,18,5,5,0,1,1,0,0,0,0,0,1
"5454",20,12.80311,2.549688,18,5,5,0,1,1,0,0,0,0,0,1
"5455",17,10.34097,2.336114,18,13,5,0,0,1,0,0,0,0,0,1
"5456",10,4.431846,1.488816,5,0,0,1,0,0,0,1,1,0,0,0
"5459",15,8.001944,2.079684,8,5,0,0,0,0,0,1,0,0,0,1
"5460",24,14.77282,2.692789,13,5,5,1,0,0,0,1,0,0,0,1
"5465",19,6.565697,1.881859,8,5,5,1,1,1,0,0,0,1,0,0
"5466",7,5.539807,1.71196,13,5,0,1,0,1,0,0,0,0,1,0
"5468",25,6.241516,1.831223,5,8,8,0,0,1,0,0,0,0,1,0
"5470",13,5.909128,1.776498,13,8,8,1,1,1,0,0,0,0,0,0
"5471",10,8.272779,2.11297,13,8,8,1,0,1,0,0,1,0,0,0
"5472",10,11.81826,2.469646,13,13,8,1,1,1,0,0,0,0,0,0
"5473",6,8.925244,2.188884,13,5,5,1,0,1,0,0,0,0,0,0
"5474",29,14.36246,2.664618,11,0,0,1,1,1,0,0,0,0,0,0
"5475",19,10.2589,2.328146,13,5,5,1,0,1,0,0,0,0,0,1
"5480",3,7.201749,1.974324,5,5,5,1,1,1,0,0,0,0,1,0
"5482",36,10.2589,2.328146,8,5,0,1,1,0,0,1,0,0,0,1
"5483",25,3.939419,1.371033,5,0,0,1,1,0,0,1,0,0,0,0
"5484",43,8.207122,2.105002,8,0,0,1,1,0,0,1,0,0,0,1
"5485",23,23.63651,3.162793,5,0,5,1,1,0,0,1,0,0,0,1
"5487",28,7.75573,2.048432,5,0,0,1,1,0,0,1,0,0,0,1
"5488",20,5.539807,1.71196,8,0,0,1,1,0,0,1,0,0,0,0
"5489",30,3.89116,1.358707,0,0,0,1,1,0,0,1,0,1,0,0
"5491",21,10.2589,2.328146,13,0,0,1,1,0,0,1,0,0,0,1
"5492",38,7.575805,2.02496,5,0,0,1,1,0,0,1,0,1,0,0
"5493",9,4.924273,1.594177,13,5,5,1,0,0,0,1,0,0,0,0
"5494",12,11.07961,2.405107,13,5,5,1,1,0,0,1,0,0,0,1
"5495",12,7.38641,1.999642,13,5,5,1,0,0,0,1,0,0,0,1
"5496",28,8.617478,2.153793,5,0,0,1,1,0,0,1,0,0,0,1
"5497",23,9.848546,2.287324,11,0,0,1,1,0,0,1,0,0,0,1
"5498",12,9.090965,2.207281,8,5,5,1,1,0,0,1,0,1,0,0
"5499",9,11.81826,2.469646,13,0,0,1,0,0,0,1,0,0,0,1
"5502",16,6.565698,1.881859,5,5,5,1,0,1,0,0,0,0,0,1
"5504",34,7.386409,1.999642,5,0,0,1,1,1,0,0,0,0,1,0
"5505",25,6.278448,1.837123,8,0,0,1,0,1,0,0,0,0,1,0
"5509",27,11.66275,2.4564,18,8,8,0,1,1,0,0,0,0,0,0
"5510",19,8.001944,2.079684,11,5,8,1,1,1,0,0,0,0,0,1
"5511",7,7.017089,1.948349,8,5,5,1,0,1,0,0,0,0,1,0
"5512",23,12.35545,2.514097,13,5,5,1,1,1,0,0,0,0,0,0
"5513",30,6.832429,1.92168,11,0,0,1,1,1,0,0,0,0,1,0
"5514",18,5.355147,1.678058,8,0,0,1,0,1,0,0,0,0,1,0
"5515",8,10.34097,2.336114,13,5,5,1,1,1,0,0,0,0,0,0
"5516",11,9.602332,2.262006,13,5,5,1,0,1,0,0,0,0,1,0
"5517",10,9.848546,2.287324,13,13,13,1,1,0,1,0,0,0,0,1
"5518",35,5.724467,1.74475,5,0,0,1,1,0,1,0,0,1,0,0
"5519",30,7.755731,2.048432,0,0,0,1,0,0,1,0,0,0,1,0
"5520",25,8.617478,2.153793,8,5,5,1,1,0,1,0,0,0,0,1
"5521",30,8.552685,2.146245,13,5,5,1,1,0,1,0,0,0,1,0
"5524",30,6.976053,1.942483,5,0,0,0,0,0,1,0,0,0,0,1
"5525",26,7.580789,2.025617,8,0,0,1,1,0,1,0,0,0,1,0
"5528",32,7.201749,1.974324,8,0,0,1,1,0,1,0,0,0,1,0
"5529",12,6.608892,1.888416,11,5,5,1,1,0,1,0,0,0,1,0
"5530",15,5.724467,1.74475,8,5,5,1,0,0,1,0,0,0,1,0
"5531",28,10.60613,2.361432,13,0,0,1,1,0,1,0,0,0,0,1
"5532",30,6.278448,1.837123,11,0,0,1,0,0,1,0,1,0,1,0
"5533",11,10.10772,2.313299,8,8,5,1,1,0,1,0,0,0,0,1
"5534",20,5.539807,1.71196,8,5,5,0,0,0,1,0,0,0,1,0
"5536",27,11.11849,2.408609,18,5,5,1,1,1,0,0,0,0,0,0
"5537",23,15.20369,2.721538,13,5,5,1,0,1,0,0,0,0,0,1
"5538",26,14.77282,2.692789,13,8,13,1,1,1,0,0,0,0,0,1
"5539",26,13.67854,2.615828,13,8,5,1,0,1,0,0,0,0,0,1
"5540",8,8.125051,2.094952,13,8,8,1,0,1,0,0,0,0,1,0
"5541",10,5.909128,1.776498,8,5,0,1,1,1,0,0,0,0,1,0
"5543",26,8.039162,2.084325,8,5,5,1,1,1,0,0,0,0,1,0
"5546",21,8.207122,2.105002,13,5,5,1,0,1,0,0,0,0,0,1
"5548",37,8.001944,2.079684,5,5,5,0,0,1,0,0,0,0,0,1
"5549",13,9.233012,2.222785,13,5,5,1,1,1,0,0,0,0,1,0
"5550",10,7.197015,1.973666,13,8,13,1,0,1,0,0,0,0,0,1
"5551",36,10.74387,2.374335,13,5,5,0,1,1,0,0,0,0,1,0
"5552",30,6.463109,1.86611,5,0,0,1,1,1,0,0,0,0,1,0
"5553",20,6.278448,1.837123,8,5,0,1,0,1,0,0,0,0,1,0
"5556",12,16.74253,2.817952,18,8,5,1,1,1,0,0,0,0,0,1
"5557",22,12.00292,2.48515,11,5,5,1,0,1,0,0,0,0,0,0
"5558",22,8.535407,2.144223,8,5,5,1,0,1,0,0,0,0,0,1
"5559",23,8.161983,2.099487,8,5,5,1,1,1,0,0,0,0,1,0
"5565",25,29.54564,3.385936,0,0,5,1,1,0,0,1,1,1,0,0
"5566",27,9.602332,2.262006,13,0,8,1,0,0,0,1,0,0,0,1
"5567",9,13.54175,2.605778,16,8,8,1,1,0,0,1,0,0,0,1
"5568",9,16.41424,2.79815,16,5,5,1,0,0,0,1,0,0,0,1
"5569",20,9.233012,2.222785,8,0,0,1,1,0,0,1,0,0,1,0
"5570",6,3.939419,1.371033,5,5,0,1,1,0,0,1,0,0,0,0
"5571",28,10.34097,2.336114,5,5,5,1,1,0,0,1,0,1,0,0
"5572",32,8.207122,2.105002,5,0,0,1,1,0,0,1,0,0,0,1
"5573",36,9.602332,2.262006,0,0,5,1,1,1,0,0,0,0,1,0
"5575",35,9.233012,2.222785,5,0,0,1,1,1,0,0,0,0,0,0
"5576",26,10.66926,2.367367,11,5,5,0,1,1,0,0,0,0,0,1
"5578",30,8.309711,2.117425,8,5,5,1,0,1,0,0,1,0,0,0
"5579",25,7.201749,1.974324,5,5,5,1,1,1,0,0,0,0,0,0
"5580",23,8.617478,2.153793,13,5,5,1,0,1,0,0,0,0,0,0
"5581",22,10.34097,2.336114,8,5,5,1,1,1,0,0,0,0,0,1
"5582",19,13.29554,2.587428,5,5,5,0,0,1,0,0,1,0,0,0
"5584",27,8.863691,2.181963,8,5,5,1,1,1,0,0,0,0,1,0
"5585",19,8.793344,2.173995,8,0,0,1,1,1,0,0,0,0,1,0
"5586",18,5.70768,1.741813,5,5,5,1,1,1,0,0,0,0,0,0
"5587",7,6.682942,1.899558,8,5,5,1,0,1,0,0,0,0,0,1
"5588",35,14.77282,2.692789,13,0,0,1,0,0,0,1,0,0,0,1
"5589",20,14.77282,2.692789,11,0,0,1,0,0,0,1,0,0,0,1
"5591",6,9.43819,2.244764,13,5,5,1,1,0,0,1,0,0,0,1
"5592",30,9.43819,2.244764,13,0,0,1,1,0,0,1,0,0,1,0
"5593",21,7.017089,1.948349,8,5,5,1,0,0,0,1,1,0,0,0
"5597",19,8.001944,2.079684,8,5,5,0,0,0,1,0,0,0,0,1
"5598",29,7.38641,1.999642,8,5,5,1,1,0,1,0,0,0,0,1
"5599",25,5.355147,1.678058,8,0,0,1,0,0,1,0,0,0,1,0
"5600",11,13.54175,2.605778,18,0,0,1,0,0,1,0,0,0,0,1
"5601",27,11.07961,2.405107,11,0,0,1,0,0,1,0,0,0,0,1
"5602",8,17.42435,2.857869,18,5,5,1,1,0,1,0,0,0,0,1
"5603",15,7.017089,1.948349,8,5,5,1,1,0,1,0,0,0,1,0
"5604",10,5.170487,1.642967,8,0,5,1,0,0,1,0,0,0,1,0
"5606",22,11.66275,2.4564,13,0,0,1,1,1,0,0,0,0,0,1
"5607",17,7.386409,1.999642,11,0,0,1,0,1,0,0,1,0,0,0
"5608",33,27.87324,3.327667,18,5,5,1,1,1,0,0,0,0,0,1
"5610",19,11.07961,2.405107,8,5,5,0,1,1,0,0,0,0,0,1
"5611",10,10.34097,2.336114,13,13,5,0,0,1,0,0,0,0,0,1
"5612",24,7.316063,1.990072,8,8,0,1,0,0,1,0,0,0,0,1
"5613",10,4.924273,1.594177,5,5,5,0,0,0,1,0,1,0,1,0
"5614",26,10.08245,2.310796,5,5,5,1,1,0,1,0,0,0,0,0
"5616",34,9.848546,2.287324,8,5,5,1,1,0,1,0,0,0,0,1
"5617",32,8.494371,2.139404,5,0,0,1,0,0,1,0,0,0,0,0
"5618",35,11.73618,2.462677,5,0,0,1,0,0,1,0,0,0,0,1
"5619",23,10.62822,2.363513,8,0,5,1,1,0,1,0,0,0,1,0
"5620",12,6.869361,1.927071,13,5,0,1,0,0,1,0,0,0,0,0
"5621",18,6.155341,1.81732,13,5,8,1,1,0,1,0,0,0,1,0
"5622",17,7.38641,1.999642,13,5,5,1,0,0,1,0,0,0,0,1
"5623",9,5.539807,1.71196,8,5,5,1,0,0,1,0,0,0,1,0
"5624",36,12.51586,2.526997,8,5,5,1,1,0,1,0,0,0,0,1
"5625",10,5.170487,1.642967,11,5,5,1,0,0,1,0,0,0,0,1
"5626",30,13.1314,2.575006,5,0,0,1,1,0,1,0,0,0,0,1
"5627",20,4.727302,1.553355,5,0,0,1,0,0,1,0,0,0,1,0
"5628",19,12.40917,2.518435,13,5,5,0,0,1,0,0,1,0,0,1
"5630",23,6.292127,1.839299,5,0,0,1,1,1,0,0,0,0,0,0
"5631",10,4.220806,1.440026,8,8,13,1,0,1,0,0,1,0,0,0
"5633",28,8.863691,2.181963,13,13,5,1,1,1,0,0,0,0,1,0
"5634",34,11.16168,2.412487,8,5,5,1,1,1,0,0,0,0,0,1
"5636",35,7.017089,1.948349,5,5,0,1,1,0,1,0,0,0,1,0
"5638",26,14.37355,2.853405,13,8,5,1,1,0,1,0,0,0,0,0
"5639",16,5.909128,1.776498,8,5,5,1,0,0,1,0,1,0,1,0
"5640",35,8.863691,2.181963,8,0,0,1,1,0,1,0,0,0,1,0
"5641",35,9.43819,2.244764,8,0,0,1,1,0,1,0,0,0,0,0
"5642",27,7.856453,2.061335,8,5,8,1,0,0,1,0,0,0,1,0
"5643",37,10.74387,2.374335,11,5,0,1,1,1,0,0,0,0,1,0
"5644",33,13.13139,2.575006,13,5,0,1,1,1,0,0,0,0,0,0
"5645",5,3.545476,1.265673,5,5,5,1,0,1,0,0,0,0,1,0
"5646",12,9.602332,2.262006,13,8,5,1,0,1,0,0,1,0,0,1
"5647",12,11.07961,2.405107,8,5,5,1,1,1,0,0,0,0,0,0
"5649",7,7.050664,1.953122,8,5,5,1,1,1,0,0,0,0,1,0
"5650",27,6.647768,1.894281,8,5,5,1,1,1,0,0,0,0,1,0
"5651",19,8.863691,2.181963,8,0,0,1,1,1,0,0,0,0,1,0
"5652",10,7.386409,1.999642,8,0,0,1,0,1,0,0,0,0,1,0
"5653",12,7.857882,2.061517,13,5,5,1,1,1,0,0,0,0,1,0
"5654",10,8.309711,2.117425,13,5,5,1,0,1,0,0,1,0,1,0
"5655",29,6.714918,1.904332,5,5,5,1,1,1,0,0,0,0,1,0
"5656",19,5.539807,1.71196,5,5,5,1,0,1,0,0,0,0,1,0
"5657",8,7.75573,2.048432,8,5,8,1,1,1,0,0,0,0,1,0
"5658",12,4.801166,1.568859,11,8,8,1,0,1,0,0,0,0,1,0
"5659",0,7.38641,1.999642,5,5,5,0,0,1,0,0,1,0,0,0
